,county code,county,msa code,msa title,csa code,csa title,msa_name,msa_first,state,msa_short
1565,48257,"kaufman, texas",c1910,"dallas-fort worth-arlington, tx msa",cs206,"dallas-fort worth, tx-ok csa",dallas-fort worth-arlington,dallas,tx,"dallas, tx"
1566,48259,"kendall, texas",c4170,"san antonio-new braunfels, tx msa",cs484,"san antonio-new braunfels-kerrville, tx csa",san antonio-new braunfels,san antonio,tx,"san antonio, tx"
1567,48265,"kerr, texas",c2850,"kerrville, tx microsa",cs484,"san antonio-new braunfels-kerrville, tx csa",kerrville,kerrville,,
1568,48273,"kleberg, texas",c2878,"kingsville, tx microsa",cs204,"corpus christi-kingsville-alice, tx csa",kingsville,kingsville,,
1569,48277,"lamar, texas",c3758,"paris, tx microsa",,,paris,paris,,
1570,48281,"lampasas, texas",c2866,"killeen-temple, tx msa",,,killeen-temple,killeen,tx,"killeen, tx"
1571,48291,"liberty, texas",c2642,"houston-pasadena-the woodlands, tx msa",cs288,"houston-pasadena, tx csa",houston-pasadena-the woodlands,houston,tx,"houston, tx"
1572,48303,"lubbock, texas",c3118,"lubbock, tx msa",cs352,"lubbock-plainview, tx csa",lubbock,lubbock,tx,"lubbock, tx"
1573,48305,"lynn, texas",c3118,"lubbock, tx msa",cs352,"lubbock-plainview, tx csa",lubbock,lubbock,tx,"lubbock, tx"
1574,48309,"mclennan, texas",c4738,"waco, tx msa",,,waco,waco,tx,"waco, tx"
1575,48317,"martin, texas",c3326,"midland, tx msa",cs372,"midland-odessa-andrews, tx csa",midland,midland,tx,"midland, tx"
1576,48321,"matagorda, texas",c1306,"bay city, tx microsa",cs288,"houston-pasadena, tx csa",bay city,bay city,,
1577,48323,"maverick, texas",c2058,"eagle pass, tx msa",,,eagle pass,eagle pass,tx,"eagle pass, tx"
1578,48325,"medina, texas",c4170,"san antonio-new braunfels, tx msa",cs484,"san antonio-new braunfels-kerrville, tx csa",san antonio-new braunfels,san antonio,tx,"san antonio, tx"
1579,48329,"midland, texas",c3326,"midland, tx msa",cs372,"midland-odessa-andrews, tx csa",midland,midland,tx,"midland, tx"
1580,48339,"montgomery, texas",c2642,"houston-pasadena-the woodlands, tx msa",cs288,"houston-pasadena, tx csa",houston-pasadena-the woodlands,houston,tx,"houston, tx"
1581,48341,"moore, texas",c2030,"dumas, tx microsa",,,dumas,dumas,,
1582,48343,"morris, texas",c3442,"mount pleasant, tx microsa",,,mount pleasant,mount pleasant,,
1583,48347,"nacogdoches, texas",c3486,"nacogdoches, tx microsa",,,nacogdoches,nacogdoches,,
1584,48349,"navarro, texas",c1862,"corsicana, tx microsa",cs206,"dallas-fort worth, tx-ok csa",corsicana,corsicana,,
1585,48353,"nolan, texas",c4502,"sweetwater, tx microsa",cs101,"abilene-sweetwater, tx csa",sweetwater,sweetwater,,
1586,48355,"nueces, texas",c1858,"corpus christi, tx msa",cs204,"corpus christi-kingsville-alice, tx csa",corpus christi,corpus christi,tx,"corpus christi, tx"
1587,48359,"oldham, texas",c1110,"amarillo, tx msa",cs108,"amarillo-borger, tx csa",amarillo,amarillo,tx,"amarillo, tx"
1588,48361,"orange, texas",c1314,"beaumont-port arthur, tx msa",,,beaumont-port arthur,beaumont,tx,"beaumont, tx"
1589,48363,"palo pinto, texas",c3342,"mineral wells, tx microsa",cs206,"dallas-fort worth, tx-ok csa",mineral wells,mineral wells,,
1590,48367,"parker, texas",c1910,"dallas-fort worth-arlington, tx msa",cs206,"dallas-fort worth, tx-ok csa",dallas-fort worth-arlington,dallas,tx,"dallas, tx"
1591,48375,"potter, texas",c1110,"amarillo, tx msa",cs108,"amarillo-borger, tx csa",amarillo,amarillo,tx,"amarillo, tx"
1592,48381,"randall, texas",c1110,"amarillo, tx msa",cs108,"amarillo-borger, tx csa",amarillo,amarillo,tx,"amarillo, tx"
1593,48387,"red river, texas",c3758,"paris, tx microsa",,,paris,paris,,
1594,48389,"reeves, texas",c4588,"town of pecos, tx microsa",,,town of pecos,town of pecos,,
1595,48393,"roberts, texas",c3742,"pampa, tx microsa",,,pampa,pampa,,
1596,48395,"robertson, texas",c1778,"college station-bryan, tx msa",,,college station-bryan,college station,tx,"college station, tx"
1597,48397,"rockwall, texas",c1910,"dallas-fort worth-arlington, tx msa",cs206,"dallas-fort worth, tx-ok csa",dallas-fort worth-arlington,dallas,tx,"dallas, tx"
1598,48401,"rusk, texas",c3098,"longview, tx msa",,,longview,longview,tx,"longview, tx"
1599,48407,"san jacinto, texas",c2642,"houston-pasadena-the woodlands, tx msa",cs288,"houston-pasadena, tx csa",houston-pasadena-the woodlands,houston,tx,"houston, tx"
1600,48409,"san patricio, texas",c1858,"corpus christi, tx msa",cs204,"corpus christi-kingsville-alice, tx csa",corpus christi,corpus christi,tx,"corpus christi, tx"
1601,48415,"scurry, texas",c4366,"snyder, tx microsa",,,snyder,snyder,,
1602,48423,"smith, texas",c4634,"tyler, tx msa",cs540,"tyler-jacksonville, tx csa",tyler,tyler,tx,"tyler, tx"
1603,48427,"starr, texas",c4010,"rio grande city-roma, tx microsa",cs365,"mcallen-edinburg, tx csa",rio grande city-roma,rio grande city,,
1604,48439,"tarrant, texas",c1910,"dallas-fort worth-arlington, tx msa",cs206,"dallas-fort worth, tx-ok csa",dallas-fort worth-arlington,dallas,tx,"dallas, tx"
1605,48441,"taylor, texas",c1018,"abilene, tx msa",cs101,"abilene-sweetwater, tx csa",abilene,abilene,tx,"abilene, tx"
1606,48449,"titus, texas",c3442,"mount pleasant, tx microsa",,,mount pleasant,mount pleasant,,
1607,48451,"tom green, texas",c4166,"san angelo, tx msa",,,san angelo,san angelo,tx,"san angelo, tx"
1608,48453,"travis, texas",c1242,"austin-round rock-san marcos, tx msa",,,austin-round rock-san marcos,austin,tx,"austin, tx"
1609,48459,"upshur, texas",c3098,"longview, tx msa",,,longview,longview,tx,"longview, tx"
1610,48463,"uvalde, texas",c4662,"uvalde, tx microsa",,,uvalde,uvalde,,
1611,48465,"val verde, texas",c1962,"del rio, tx microsa",,,del rio,del rio,,
1612,48469,"victoria, texas",c4702,"victoria, tx msa",cs544,"victoria-port lavaca, tx csa",victoria,victoria,tx,"victoria, tx"
1613,48471,"walker, texas",c2666,"huntsville, tx microsa",cs288,"houston-pasadena, tx csa",huntsville,huntsville,,
1614,48473,"waller, texas",c2642,"houston-pasadena-the woodlands, tx msa",cs288,"houston-pasadena, tx csa",houston-pasadena-the woodlands,houston,tx,"houston, tx"
1615,48477,"washington, texas",c1478,"brenham, tx microsa",cs288,"houston-pasadena, tx csa",brenham,brenham,,
1616,48479,"webb, texas",c2970,"laredo, tx msa",,,laredo,laredo,tx,"laredo, tx"
1617,48481,"wharton, texas",c2090,"el campo, tx microsa",cs288,"houston-pasadena, tx csa",el campo,el campo,,
1618,48485,"wichita, texas",c4866,"wichita falls, tx msa",,,wichita falls,wichita falls,tx,"wichita falls, tx"
1619,48487,"wilbarger, texas",c4690,"vernon, tx microsa",,,vernon,vernon,,
1620,48489,"willacy, texas",c3970,"raymondville, tx microsa",cs154,"brownsville-harlingen-raymondville, tx csa",raymondville,raymondville,,
1621,48491,"williamson, texas",c1242,"austin-round rock-san marcos, tx msa",,,austin-round rock-san marcos,austin,tx,"austin, tx"
1622,48493,"wilson, texas",c4170,"san antonio-new braunfels, tx msa",cs484,"san antonio-new braunfels-kerrville, tx csa",san antonio-new braunfels,san antonio,tx,"san antonio, tx"
1623,48497,"wise, texas",c1910,"dallas-fort worth-arlington, tx msa",cs206,"dallas-fort worth, tx-ok csa",dallas-fort worth-arlington,dallas,tx,"dallas, tx"
1624,48505,"zapata, texas",c4982,"zapata, tx microsa",,,zapata,zapata,,
1625,49003,"box elder, utah",c1494,"brigham city, ut-id microsa",cs482,"salt lake city-provo-orem, ut-id csa",brigham city,brigham city,,
1626,49005,"cache, utah",c3086,"logan, ut-id msa",,,logan,logan,,
1627,49007,"carbon, utah",c3922,"price, ut microsa",,,price,price,,
1628,49011,"davis, utah",c3626,"ogden, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",ogden,ogden,ut,"ogden, ut"
1629,49021,"iron, utah",c1626,"cedar city, ut microsa",,,cedar city,cedar city,,
1630,49023,"juab, utah",c3934,"provo-orem-lehi, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",provo-orem-lehi,provo,ut,"provo, ut"
1631,49029,"morgan, utah",c3626,"ogden, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",ogden,ogden,ut,"ogden, ut"
1632,49033,"rich, utah",c2174,"evanston, wy-ut microsa",,,evanston,evanston,,
1633,49035,"salt lake, utah",c4162,"salt lake city-murray, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",salt lake city-murray,salt lake city,ut,"salt lake city, ut"
1634,49043,"summit, utah",c2572,"heber, ut microsa",cs482,"salt lake city-provo-orem, ut-id csa",heber,heber,,
1635,49045,"tooele, utah",c4162,"salt lake city-murray, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",salt lake city-murray,salt lake city,ut,"salt lake city, ut"
1636,49047,"uintah, utah",c4686,"vernal, ut microsa",,,vernal,vernal,,
1637,49049,"utah, utah",c3934,"provo-orem-lehi, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",provo-orem-lehi,provo,ut,"provo, ut"
1638,49051,"wasatch, utah",c2572,"heber, ut microsa",cs482,"salt lake city-provo-orem, ut-id csa",heber,heber,,
1639,49053,"washington, utah",c4110,"st. george, ut msa",,,st. george,st. george,ut,"st. george, ut"
1640,49057,"weber, utah",c3626,"ogden, ut msa",cs482,"salt lake city-provo-orem, ut-id csa",ogden,ogden,ut,"ogden, ut"
1641,50003,"bennington, vermont",c1354,"bennington, vt microsa",,,bennington,bennington,,
1642,50007,"chittenden, vermont",c1554,"burlington-south burlington, vt msa",cs162,"burlington-south burlington-barre, vt csa",burlington-south burlington,burlington,vt,"burlington, vt"
1643,50011,"franklin, vermont",c1554,"burlington-south burlington, vt msa",cs162,"burlington-south burlington-barre, vt csa",burlington-south burlington,burlington,vt,"burlington, vt"
1644,50013,"grand isle, vermont",c1554,"burlington-south burlington, vt msa",cs162,"burlington-south burlington-barre, vt csa",burlington-south burlington,burlington,vt,"burlington, vt"
1645,50017,"orange, vermont",c3015,"lebanon-claremont, nh-vt microsa",,,lebanon-claremont,lebanon,,
1646,50021,"rutland, vermont",c4086,"rutland, vt microsa",,,rutland,rutland,,
1647,50023,"washington, vermont",c1274,"barre, vt microsa",cs162,"burlington-south burlington-barre, vt csa",barre,barre,,
1648,50025,"windham, vermont",c1471,"brattleboro, vt microsa",cs313,"keene-brattleboro, nh-vt csa",brattleboro,brattleboro,,
1649,50027,"windsor, vermont",c3015,"lebanon-claremont, nh-vt microsa",,,lebanon-claremont,lebanon,,
1650,51003,"albemarle, virginia",c1682,"charlottesville, va msa",,,charlottesville,charlottesville,va,"charlottesville, va"
1651,51007,"amelia, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1652,51009,"amherst, virginia",c3134,"lynchburg, va msa",,,lynchburg,lynchburg,va,"lynchburg, va"
1653,51011,"appomattox, virginia",c3134,"lynchburg, va msa",,,lynchburg,lynchburg,va,"lynchburg, va"
1654,51013,"arlington, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1655,51015,"augusta, virginia",c4442,"staunton-stuarts draft, va msa",cs277,"harrisonburg-staunton-stuarts draft, va csa",staunton-stuarts draft,staunton,va,"staunton, va"
1656,51019,"bedford, virginia",c3134,"lynchburg, va msa",,,lynchburg,lynchburg,va,"lynchburg, va"
1657,51023,"botetourt, virginia",c4022,"roanoke, va msa",,,roanoke,roanoke,va,"roanoke, va"
1658,51031,"campbell, virginia",c3134,"lynchburg, va msa",,,lynchburg,lynchburg,va,"lynchburg, va"
1659,51036,"charles city, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1660,51041,"chesterfield, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1661,51043,"clarke, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1662,51045,"craig, virginia",c4022,"roanoke, va msa",,,roanoke,roanoke,va,"roanoke, va"
1663,51047,"culpeper, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1664,51053,"dinwiddie, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1665,51059,"fairfax, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1666,51061,"fauquier, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1667,51063,"floyd, virginia",c1398,"blacksburg-christiansburg-radford, va msa",,,blacksburg-christiansburg-radford,blacksburg,va,"blacksburg, va"
1668,51065,"fluvanna, virginia",c1682,"charlottesville, va msa",,,charlottesville,charlottesville,va,"charlottesville, va"
1669,51067,"franklin, virginia",c4022,"roanoke, va msa",,,roanoke,roanoke,va,"roanoke, va"
1670,51069,"frederick, virginia",c4902,"winchester, va-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",winchester,winchester,,
1671,51071,"giles, virginia",c1398,"blacksburg-christiansburg-radford, va msa",,,blacksburg-christiansburg-radford,blacksburg,va,"blacksburg, va"
1672,51073,"gloucester, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1673,51075,"goochland, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1674,51079,"greene, virginia",c1682,"charlottesville, va msa",,,charlottesville,charlottesville,va,"charlottesville, va"
1675,51085,"hanover, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1676,51087,"henrico, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1677,51089,"henry, virginia",c3230,"martinsville, va microsa",,,martinsville,martinsville,,
1678,51093,"isle of wight, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1679,51095,"james city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1680,51097,"king and queen, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1681,51101,"king william, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1682,51107,"loudoun, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1683,51115,"mathews, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1684,51121,"montgomery, virginia",c1398,"blacksburg-christiansburg-radford, va msa",,,blacksburg-christiansburg-radford,blacksburg,va,"blacksburg, va"
1685,51125,"nelson, virginia",c1682,"charlottesville, va msa",,,charlottesville,charlottesville,va,"charlottesville, va"
1686,51127,"new kent, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1687,51137,"orange, virginia",c2947,"lake of the woods, va microsa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",lake of the woods,lake of the woods,,
1688,51143,"pittsylvania, virginia",c1926,"danville, va microsa",,,danville,danville,,
1689,51145,"powhatan, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1690,51149,"prince george, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1691,51153,"prince william, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1692,51155,"pulaski, virginia",c1398,"blacksburg-christiansburg-radford, va msa",,,blacksburg-christiansburg-radford,blacksburg,va,"blacksburg, va"
1693,51157,"rappahannock, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1694,51161,"roanoke, virginia",c4022,"roanoke, va msa",,,roanoke,roanoke,va,"roanoke, va"
1695,51165,"rockingham, virginia",c2550,"harrisonburg, va msa",cs277,"harrisonburg-staunton-stuarts draft, va csa",harrisonburg,harrisonburg,va,"harrisonburg, va"
1696,51169,"scott, virginia",c2870,"kingsport-bristol, tn-va msa",cs304,"johnson city-kingsport-bristol, tn-va csa",kingsport-bristol,kingsport,,
1697,51177,"spotsylvania, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1698,51179,"stafford, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1699,51181,"surry, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1700,51183,"sussex, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1701,51185,"tazewell, virginia",c1414,"bluefield, wv-va microsa",,,bluefield,bluefield,,
1702,51187,"warren, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1703,51191,"washington, virginia",c2870,"kingsport-bristol, tn-va msa",cs304,"johnson city-kingsport-bristol, tn-va csa",kingsport-bristol,kingsport,,
1704,51199,"york, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1705,51510,"alexandria city, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1706,51520,"bristol city, virginia",c2870,"kingsport-bristol, tn-va msa",cs304,"johnson city-kingsport-bristol, tn-va csa",kingsport-bristol,kingsport,,
1707,51540,"charlottesville city, virginia",c1682,"charlottesville, va msa",,,charlottesville,charlottesville,va,"charlottesville, va"
1708,51550,"chesapeake city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1709,51570,"colonial heights city, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1710,51590,"danville city, virginia",c1926,"danville, va microsa",,,danville,danville,,
1711,51600,"fairfax city, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1712,51610,"falls church city, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1713,51630,"fredericksburg city, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1714,51650,"hampton city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1715,51660,"harrisonburg city, virginia",c2550,"harrisonburg, va msa",cs277,"harrisonburg-staunton-stuarts draft, va csa",harrisonburg,harrisonburg,va,"harrisonburg, va"
1716,51670,"hopewell city, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1717,51680,"lynchburg city, virginia",c3134,"lynchburg, va msa",,,lynchburg,lynchburg,va,"lynchburg, va"
1718,51683,"manassas city, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1719,51685,"manassas park city, virginia",c4790,"washington-arlington-alexandria, dc-va-md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",washington-arlington-alexandria,washington,,
1720,51690,"martinsville city, virginia",c3230,"martinsville, va microsa",,,martinsville,martinsville,,
1721,51700,"newport news city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1722,51710,"norfolk city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1723,51730,"petersburg city, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1724,51735,"poquoson city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1725,51740,"portsmouth city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1726,51750,"radford city, virginia",c1398,"blacksburg-christiansburg-radford, va msa",,,blacksburg-christiansburg-radford,blacksburg,va,"blacksburg, va"
1727,51760,"richmond city, virginia",c4006,"richmond, va msa",,,richmond,richmond,va,"richmond, va"
1728,51770,"roanoke city, virginia",c4022,"roanoke, va msa",,,roanoke,roanoke,va,"roanoke, va"
1729,51775,"salem city, virginia",c4022,"roanoke, va msa",,,roanoke,roanoke,va,"roanoke, va"
1730,51790,"staunton city, virginia",c4442,"staunton-stuarts draft, va msa",cs277,"harrisonburg-staunton-stuarts draft, va csa",staunton-stuarts draft,staunton,va,"staunton, va"
1731,51800,"suffolk city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1732,51810,"virginia beach city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1733,51820,"waynesboro city, virginia",c4442,"staunton-stuarts draft, va msa",cs277,"harrisonburg-staunton-stuarts draft, va csa",staunton-stuarts draft,staunton,va,"staunton, va"
1734,51830,"williamsburg city, virginia",c4726,"virginia beach-chesapeake-norfolk, va-nc msa",cs545,"virginia beach-chesapeake, va-nc csa",virginia beach-chesapeake-norfolk,virginia beach,,
1735,51840,"winchester city, virginia",c4902,"winchester, va-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",winchester,winchester,,
1736,53001,"adams, washington",c3683,"othello, wa microsa",cs393,"moses lake-othello, wa csa",othello,othello,,
1737,53003,"asotin, washington",c3030,"lewiston, id-wa msa",,,lewiston,lewiston,,
1738,53005,"benton, washington",c2842,"kennewick-richland, wa msa",cs314,"kennewick-richland-walla walla, wa csa",kennewick-richland,kennewick,wa,"kennewick, wa"
1739,53007,"chelan, washington",c4830,"wenatchee-east wenatchee, wa msa",,,wenatchee-east wenatchee,wenatchee,wa,"wenatchee, wa"
1740,53009,"clallam, washington",c3882,"port angeles, wa microsa",,,port angeles,port angeles,,
1741,53011,"clark, washington",c3890,"portland-vancouver-hillsboro, or-wa msa",cs440,"portland-vancouver-salem, or-wa csa",portland-vancouver-hillsboro,portland,,
1742,53015,"cowlitz, washington",c3102,"longview-kelso, wa msa",cs440,"portland-vancouver-salem, or-wa csa",longview-kelso,longview,wa,"longview, wa"
1743,53017,"douglas, washington",c4830,"wenatchee-east wenatchee, wa msa",,,wenatchee-east wenatchee,wenatchee,wa,"wenatchee, wa"
1744,53021,"franklin, washington",c2842,"kennewick-richland, wa msa",cs314,"kennewick-richland-walla walla, wa csa",kennewick-richland,kennewick,wa,"kennewick, wa"
1745,53025,"grant, washington",c3418,"moses lake, wa microsa",cs393,"moses lake-othello, wa csa",moses lake,moses lake,,
1746,53027,"grays harbor, washington",c1014,"aberdeen, wa microsa",,,aberdeen,aberdeen,,
1747,53029,"island, washington",c3602,"oak harbor, wa microsa",cs500,"seattle-tacoma, wa csa",oak harbor,oak harbor,,
1748,53031,"jefferson, washington",c3904,"port townsend, wa microsa",,,port townsend,port townsend,,
1749,53033,"king, washington",c4266,"seattle-tacoma-bellevue, wa msa",cs500,"seattle-tacoma, wa csa",seattle-tacoma-bellevue,seattle,wa,"seattle, wa"
1750,53035,"kitsap, washington",c1474,"bremerton-silverdale-port orchard, wa msa",cs500,"seattle-tacoma, wa csa",bremerton-silverdale-port orchard,bremerton,wa,"bremerton, wa"
1751,53037,"kittitas, washington",c2126,"ellensburg, wa microsa",,,ellensburg,ellensburg,,
1752,53041,"lewis, washington",c1650,"centralia, wa microsa",cs500,"seattle-tacoma, wa csa",centralia,centralia,,
1753,53045,"mason, washington",c4322,"shelton, wa microsa",cs500,"seattle-tacoma, wa csa",shelton,shelton,,
1754,53053,"pierce, washington",c4266,"seattle-tacoma-bellevue, wa msa",cs500,"seattle-tacoma, wa csa",seattle-tacoma-bellevue,seattle,wa,"seattle, wa"
1755,53057,"skagit, washington",c3458,"mount vernon-anacortes, wa msa",cs500,"seattle-tacoma, wa csa",mount vernon-anacortes,mount vernon,wa,"mount vernon, wa"
1756,53059,"skamania, washington",c3890,"portland-vancouver-hillsboro, or-wa msa",cs440,"portland-vancouver-salem, or-wa csa",portland-vancouver-hillsboro,portland,,
1757,53061,"snohomish, washington",c4266,"seattle-tacoma-bellevue, wa msa",cs500,"seattle-tacoma, wa csa",seattle-tacoma-bellevue,seattle,wa,"seattle, wa"
1758,53063,"spokane, washington",c4406,"spokane-spokane valley, wa msa",cs518,"spokane-spokane valley-coeur d'alene, wa-id csa",spokane-spokane valley,spokane,wa,"spokane, wa"
1759,53065,"stevens, washington",c4406,"spokane-spokane valley, wa msa",cs518,"spokane-spokane valley-coeur d'alene, wa-id csa",spokane-spokane valley,spokane,wa,"spokane, wa"
1760,53067,"thurston, washington",c3650,"olympia-lacey-tumwater, wa msa",cs500,"seattle-tacoma, wa csa",olympia-lacey-tumwater,olympia,wa,"olympia, wa"
1761,53071,"walla walla, washington",c4746,"walla walla, wa msa",cs314,"kennewick-richland-walla walla, wa csa",walla walla,walla walla,wa,"walla walla, wa"
1762,53073,"whatcom, washington",c1338,"bellingham, wa msa",,,bellingham,bellingham,wa,"bellingham, wa"
1763,53075,"whitman, washington",c3942,"pullman, wa microsa",cs446,"pullman-moscow, wa-id csa",pullman,pullman,,
1764,53077,"yakima, washington",c4942,"yakima, wa msa",,,yakima,yakima,wa,"yakima, wa"
1765,54003,"berkeley, west virginia",c2518,"hagerstown-martinsburg, md-wv msa",cs548,"washington-baltimore-arlington, dc-md-va-wv-pa csa",hagerstown-martinsburg,hagerstown,,
1766,54005,"boone, west virginia",c1662,"charleston, wv msa",cs170,"charleston-huntington-ashland, wv-oh-ky csa",charleston,charleston,wv,"charleston, wv"
1767,54009,"brooke, west virginia",c4826,"weirton-steubenville, wv-oh msa",cs430,"pittsburgh-weirton-steubenville, pa-oh-wv csa",weirton-steubenville,weirton,,
1768,54011,"cabell, west virginia",c2658,"huntington-ashland, wv-ky-oh msa",cs170,"charleston-huntington-ashland, wv-oh-ky csa",huntington-ashland,huntington,,
